#auto generated file!
180.0;10;0;0
186.0;10;0;0
192.0;10;0;0
198.0;10;0;0
204.0;10;0;0
210.0;10;0;0
216.0;10;0;0
222.0;10;0;0
228.0;10;0;0
234.0;10;0;0
240.0;10;0;0
246.0;10;0;0
252.0;10;0;0
258.0;10;0;0
264.0;10;0;0
270.0;10;0;0
276.0;10;0;0
282.0;10;0;0
288.0;10;0;0
294.0;10;0;0
300.0;10;0;0
306.0;10;0;0
312.0;10;0;0
318.0;10;0;0
324.0;10;0;0
330.0;10;0;0
336.0;10;0;0
342.0;10;0;0
348.0;10;0;0
354.0;10;0;0
360.0;10;0;0
366.0;10;0;0
372.0;10;0;0
378.0;10;0;0
384.0;10;0;0
390.0;10;0;0
396.0;10;0;0
402.0;10;0;0
408.0;10;0;0
414.0;10;0;0
420.0;10;0;0
426.0;10;0;0
432.0;10;0;0
438.0;10;0;0
444.0;10;0;0
450.0;10;0;0
456.0;10;0;0
462.0;10;0;0
468.0;10;0;0
474.0;10;0;0
480.0;10;0;0
486.0;10;0;0
492.0;10;0;0
498.0;10;0;0
504.0;10;0;0
510.0;10;0;0
516.0;10;0;0
522.0;10;0;0
528.0;10;0;0
534.0;10;0;0
540.0;10;0;0
546.0;10;0;0
552.0;10;0;0
558.0;10;0;0
564.0;10;0;0
570.0;10;0;0
576.0;10;0;0
582.0;10;0;0
588.0;10;0;0
594.0;10;0;0
600.0;10;0;0
606.0;10;0;0
612.0;10;0;0
618.0;10;0;0
624.0;10;0;0
630.0;10;0;0
636.0;10;0;0
642.0;10;0;0
648.0;10;0;0
654.0;10;0;0
660.0;10;0;0
666.0;10;0;0
672.0;10;0;0
678.0;10;0;0
684.0;10;0;0
690.0;10;0;0
696.0;10;0;0
702.0;10;0;0
708.0;10;0;0
714.0;10;0;0
720.0;10;0;0
726.0;10;0;0
732.0;10;0;0
738.0;10;0;0
744.0;10;0;0
750.0;10;0;0
756.0;10;0;0
762.0;10;0;0
768.0;10;0;0
774.0;10;0;0
780.0;10;0;0
786.0;10;0;0
792.0;10;0;0
798.0;10;0;0
804.0;10;0;0
810.0;10;0;0
816.0;10;0;0
822.0;10;0;0
828.0;10;0;0
834.0;10;0;0
840.0;10;0;0
846.0;10;0;0
852.0;10;0;0
858.0;10;0;0
864.0;10;0;0
870.0;10;0;0
876.0;10;0;0
882.0;10;0;0
888.0;10;0;0
894.0;10;0;0
#auto generated file!
180.0;10;0;0
186.0;10;0;0
192.0;10;0;0
198.0;10;0;0
204.0;10;0;0
210.0;10;0;0
216.0;10;0;0
222.0;10;0;0
228.0;10;0;0
234.0;10;0;0
240.0;10;0;0
246.0;10;0;0
252.0;10;0;0
258.0;10;0;0
264.0;10;0;0
270.0;10;0;0
276.0;10;0;0
282.0;10;0;0
288.0;10;0;0
294.0;10;0;0
300.0;10;0;0
306.0;10;0;0
312.0;10;0;0
318.0;10;0;0
324.0;10;0;0
330.0;10;0;0
336.0;10;0;0
342.0;10;0;0
348.0;10;0;0
354.0;10;0;0
360.0;10;0;0
366.0;10;0;0
372.0;10;0;0
378.0;10;0;0
384.0;10;0;0
390.0;10;0;0
396.0;10;0;0
402.0;10;0;0
408.0;10;0;0
414.0;10;0;0
420.0;10;0;0
426.0;10;0;0
432.0;10;0;0
438.0;10;0;0
444.0;10;0;0
450.0;10;0;0
456.0;10;0;0
462.0;10;0;0
468.0;10;0;0
474.0;10;0;0
480.0;10;0;0
486.0;10;0;0
492.0;10;0;0
498.0;10;0;0
504.0;10;0;0
510.0;10;0;0
516.0;10;0;0
522.0;10;0;0
528.0;10;0;0
534.0;10;0;0
540.0;10;0;0
546.0;10;0;0
552.0;10;0;0
558.0;10;0;0
564.0;10;0;0
570.0;10;0;0
576.0;10;0;0
582.0;10;0;0
588.0;10;0;0
594.0;10;0;0
600.0;10;0;0
606.0;10;0;0
612.0;10;0;0
618.0;10;0;0
624.0;10;0;0
630.0;10;0;0
636.0;10;0;0
642.0;10;0;0
648.0;10;0;0
654.0;10;0;0
660.0;10;0;0
666.0;10;0;0
672.0;10;0;0
678.0;10;0;0
684.0;10;0;0
690.0;10;0;0
696.0;10;0;0
702.0;10;0;0
708.0;10;0;0
714.0;10;0;0
720.0;10;0;0
726.0;10;0;0
732.0;10;0;0
738.0;10;0;0
744.0;10;0;0
750.0;10;0;0
756.0;10;0;0
762.0;10;0;0
768.0;10;0;0
774.0;10;0;0
780.0;10;0;0
786.0;10;0;0
792.0;10;0;0
798.0;10;0;0
804.0;10;0;0
810.0;10;0;0
816.0;10;0;0
822.0;10;0;0
828.0;10;0;0
834.0;10;0;0
840.0;10;0;0
846.0;10;0;0
852.0;10;0;0
858.0;10;0;0
864.0;10;0;0
870.0;10;0;0
876.0;10;0;0
882.0;10;0;0
888.0;10;0;0
894.0;10;0;0
#auto generated file!
180.0;10;0;0
186.0;10;0;0
192.0;10;0;0
198.0;10;0;0
204.0;10;0;0
210.0;10;0;0
216.0;10;0;0
222.0;10;0;0
228.0;10;0;0
234.0;10;0;0
240.0;10;0;0
246.0;10;0;0
252.0;10;0;0
258.0;10;0;0
264.0;10;0;0
270.0;10;0;0
276.0;10;0;0
282.0;10;0;0
288.0;10;0;0
294.0;10;0;0
300.0;10;0;0
306.0;10;0;0
312.0;10;0;0
318.0;10;0;0
324.0;10;0;0
330.0;10;0;0
336.0;10;0;0
342.0;10;0;0
348.0;10;0;0
354.0;10;0;0
360.0;10;0;0
366.0;10;0;0
372.0;10;0;0
378.0;10;0;0
384.0;10;0;0
390.0;10;0;0
396.0;10;0;0
402.0;10;0;0
408.0;10;0;0
414.0;10;0;0
420.0;10;0;0
426.0;10;0;0
432.0;10;0;0
438.0;10;0;0
444.0;10;0;0
450.0;10;0;0
456.0;10;0;0
462.0;10;0;0
468.0;10;0;0
474.0;10;0;0
480.0;10;0;0
486.0;10;0;0
492.0;10;0;0
498.0;10;0;0
504.0;10;0;0
510.0;10;0;0
516.0;10;0;0
522.0;10;0;0
528.0;10;0;0
534.0;10;0;0
540.0;10;0;0
546.0;10;0;0
552.0;10;0;0
558.0;10;0;0
564.0;10;0;0
570.0;10;0;0
576.0;10;0;0
582.0;10;0;0
588.0;10;0;0
594.0;10;0;0
600.0;10;0;0
606.0;10;0;0
612.0;10;0;0
618.0;10;0;0
624.0;10;0;0
630.0;10;0;0
636.0;10;0;0
642.0;10;0;0
648.0;10;0;0
654.0;10;0;0
660.0;10;0;0
666.0;10;0;0
672.0;10;0;0
678.0;10;0;0
684.0;10;0;0
690.0;10;0;0
696.0;10;0;0
702.0;10;0;0
708.0;10;0;0
714.0;10;0;0
720.0;10;0;0
726.0;10;0;0
732.0;10;0;0
738.0;10;0;0
744.0;10;0;0
750.0;10;0;0
756.0;10;0;0
762.0;10;0;0
768.0;10;0;0
774.0;10;0;0
780.0;10;0;0
786.0;10;0;0
792.0;10;0;0
798.0;10;0;0
804.0;10;0;0
810.0;10;0;0
816.0;10;0;0
822.0;10;0;0
828.0;10;0;0
834.0;10;0;0
840.0;10;0;0
846.0;10;0;0
852.0;10;0;0
858.0;10;0;0
864.0;10;0;0
870.0;10;0;0
876.0;10;0;0
882.0;10;0;0
888.0;10;0;0
894.0;10;0;0
#auto generated file!
180.0;10;0;0
186.0;10;0;0
192.0;10;0;0
198.0;10;0;0
204.0;10;0;0
210.0;10;0;0
216.0;10;0;0
222.0;10;0;0
228.0;10;0;0
234.0;10;0;0
240.0;10;0;0
246.0;10;0;0
252.0;10;0;0
258.0;10;0;0
264.0;10;0;0
270.0;10;0;0
276.0;10;0;0
282.0;10;0;0
288.0;10;0;0
294.0;10;0;0
300.0;10;0;0
306.0;10;0;0
312.0;10;0;0
318.0;10;0;0
324.0;10;0;0
330.0;10;0;0
336.0;10;0;0
342.0;10;0;0
348.0;10;0;0
354.0;10;0;0
360.0;10;0;0
366.0;10;0;0
372.0;10;0;0
378.0;10;0;0
384.0;10;0;0
390.0;10;0;0
396.0;10;0;0
402.0;10;0;0
408.0;10;0;0
414.0;10;0;0
420.0;10;0;0
426.0;10;0;0
432.0;10;0;0
438.0;10;0;0
444.0;10;0;0
450.0;10;0;0
456.0;10;0;0
462.0;10;0;0
468.0;10;0;0
474.0;10;0;0
480.0;10;0;0
486.0;10;0;0
492.0;10;0;0
498.0;10;0;0
504.0;10;0;0
510.0;10;0;0
516.0;10;0;0
522.0;10;0;0
528.0;10;0;0
534.0;10;0;0
540.0;10;0;0
546.0;10;0;0
552.0;10;0;0
558.0;10;0;0
564.0;10;0;0
570.0;10;0;0
576.0;10;0;0
582.0;10;0;0
588.0;10;0;0
594.0;10;0;0
600.0;10;0;0
606.0;10;0;0
612.0;10;0;0
618.0;10;0;0
624.0;10;0;0
630.0;10;0;0
636.0;10;0;0
642.0;10;0;0
648.0;10;0;0
654.0;10;0;0
660.0;10;0;0
666.0;10;0;0
672.0;10;0;0
678.0;10;0;0
684.0;10;0;0
690.0;10;0;0
696.0;10;0;0
702.0;10;0;0
708.0;10;0;0
714.0;10;0;0
720.0;10;0;0
726.0;10;0;0
732.0;10;0;0
738.0;10;0;0
744.0;10;0;0
750.0;10;0;0
756.0;10;0;0
762.0;10;0;0
768.0;10;0;0
774.0;10;0;0
780.0;10;0;0
786.0;10;0;0
792.0;10;0;0
798.0;10;0;0
804.0;10;0;0
810.0;10;0;0
816.0;10;0;0
822.0;10;0;0
828.0;10;0;0
834.0;10;0;0
840.0;10;0;0
846.0;10;0;0
852.0;10;0;0
858.0;10;0;0
864.0;10;0;0
870.0;10;0;0
876.0;10;0;0
882.0;10;0;0
888.0;10;0;0
894.0;10;0;0
#auto generated file!
180.0;10;0;0
186.0;10;0;0
192.0;10;0;0
198.0;10;0;0
204.0;10;0;0
210.0;10;0;0
216.0;10;0;0
222.0;10;0;0
228.0;10;0;0
234.0;10;0;0
240.0;10;0;0
246.0;10;0;0
252.0;10;0;0
258.0;10;0;0
